"","Species","Scenario","FDR","Year","Value","Metric"
"409","Black Rockfish","Recruitment",0.9,9,0.5932,"Biomass"
"410","Black Rockfish","Recruitment",0.9,10,0.5916,"Biomass"
"411","Black Rockfish","Recruitment",0.9,11,0.591,"Biomass"
"412","Black Rockfish","Recruitment",0.9,12,0.5918,"Biomass"
"413","Black Rockfish","Recruitment",0.9,13,0.5874,"Biomass"
"414","Black Rockfish","Recruitment",0.9,14,0.5808,"Biomass"
"415","Black Rockfish","Recruitment",0.9,15,0.5832,"Biomass"
"416","Black Rockfish","Recruitment",0.9,16,0.577,"Biomass"
"417","Black Rockfish","Recruitment",0.9,17,0.5778,"Biomass"
"418","Black Rockfish","Recruitment",0.9,18,0.567,"Biomass"
"419","Black Rockfish","Recruitment",0.9,19,0.5656,"Biomass"
"420","Black Rockfish","Recruitment",0.9,20,0.5656,"Biomass"
"421","Black Rockfish","Both",0.6,0,0,"Biomass"
"422","Black Rockfish","Both",0.6,1,0.4914,"Biomass"
"423","Black Rockfish","Both",0.6,2,0.5174,"Biomass"
"424","Black Rockfish","Both",0.6,3,0.5462,"Biomass"
"425","Black Rockfish","Both",0.6,4,0.5686,"Biomass"
"426","Black Rockfish","Both",0.6,5,0.6,"Biomass"
"427","Black Rockfish","Both",0.6,6,0.6162,"Biomass"
"428","Black Rockfish","Both",0.6,7,0.6394,"Biomass"
"429","Black Rockfish","Both",0.6,8,0.6534,"Biomass"
"430","Black Rockfish","Both",0.6,9,0.6666,"Biomass"
"431","Black Rockfish","Both",0.6,10,0.6822,"Biomass"
"432","Black Rockfish","Both",0.6,11,0.6878,"Biomass"
"433","Black Rockfish","Both",0.6,12,0.6932,"Biomass"
"434","Black Rockfish","Both",0.6,13,0.6952,"Biomass"
"435","Black Rockfish","Both",0.6,14,0.6942,"Biomass"
"436","Black Rockfish","Both",0.6,15,0.6924,"Biomass"
"437","Black Rockfish","Both",0.6,16,0.6902,"Biomass"
"438","Black Rockfish","Both",0.6,17,0.694,"Biomass"
"439","Black Rockfish","Both",0.6,18,0.6954,"Biomass"
"440","Black Rockfish","Both",0.6,19,0.691,"Biomass"
"441","Black Rockfish","Both",0.6,20,0.6864,"Biomass"
"442","Black Rockfish","Both",0.7,0,0,"Biomass"
"443","Black Rockfish","Both",0.7,1,0.496,"Biomass"
"444","Black Rockfish","Both",0.7,2,0.5244,"Biomass"
"445","Black Rockfish","Both",0.7,3,0.5306,"Biomass"
"446","Black Rockfish","Both",0.7,4,0.542,"Biomass"
"447","Black Rockfish","Both",0.7,5,0.5596,"Biomass"
"448","Black Rockfish","Both",0.7,6,0.5714,"Biomass"
"449","Black Rockfish","Both",0.7,7,0.5844,"Biomass"
"450","Black Rockfish","Both",0.7,8,0.5988,"Biomass"
"451","Black Rockfish","Both",0.7,9,0.6072,"Biomass"
"452","Black Rockfish","Both",0.7,10,0.6114,"Biomass"
"453","Black Rockfish","Both",0.7,11,0.6156,"Biomass"
"454","Black Rockfish","Both",0.7,12,0.6206,"Biomass"
"455","Black Rockfish","Both",0.7,13,0.6212,"Biomass"
"456","Black Rockfish","Both",0.7,14,0.6232,"Biomass"
"457","Black Rockfish","Both",0.7,15,0.6244,"Biomass"
"458","Black Rockfish","Both",0.7,16,0.6244,"Biomass"
"459","Black Rockfish","Both",0.7,17,0.6314,"Biomass"
"460","Black Rockfish","Both",0.7,18,0.627,"Biomass"
"461","Black Rockfish","Both",0.7,19,0.6258,"Biomass"
"462","Black Rockfish","Both",0.7,20,0.6234,"Biomass"
"463","Black Rockfish","Both",0.8,0,0,"Biomass"
"464","Black Rockfish","Both",0.8,1,0.4982,"Biomass"
"465","Black Rockfish","Both",0.8,2,0.5112,"Biomass"
"466","Black Rockfish","Both",0.8,3,0.5214,"Biomass"
"467","Black Rockfish","Both",0.8,4,0.5362,"Biomass"
"468","Black Rockfish","Both",0.8,5,0.5438,"Biomass"
"469","Black Rockfish","Both",0.8,6,0.5556,"Biomass"
"470","Black Rockfish","Both",0.8,7,0.5606,"Biomass"
"471","Black Rockfish","Both",0.8,8,0.5642,"Biomass"
"472","Black Rockfish","Both",0.8,9,0.5738,"Biomass"
"473","Black Rockfish","Both",0.8,10,0.5744,"Biomass"
"474","Black Rockfish","Both",0.8,11,0.5786,"Biomass"
"475","Black Rockfish","Both",0.8,12,0.5796,"Biomass"
"476","Black Rockfish","Both",0.8,13,0.5872,"Biomass"
"477","Black Rockfish","Both",0.8,14,0.582,"Biomass"
"478","Black Rockfish","Both",0.8,15,0.5816,"Biomass"
"479","Black Rockfish","Both",0.8,16,0.584,"Biomass"
"480","Black Rockfish","Both",0.8,17,0.588,"Biomass"
"481","Black Rockfish","Both",0.8,18,0.5822,"Biomass"
"482","Black Rockfish","Both",0.8,19,0.5784,"Biomass"
"483","Black Rockfish","Both",0.8,20,0.5746,"Biomass"
"484","Black Rockfish","Both",0.9,0,0,"Biomass"
"485","Black Rockfish","Both",0.9,1,0.5082,"Biomass"
"486","Black Rockfish","Both",0.9,2,0.5116,"Biomass"
"487","Black Rockfish","Both",0.9,3,0.5212,"Biomass"
"488","Black Rockfish","Both",0.9,4,0.5272,"Biomass"
"489","Black Rockfish","Both",0.9,5,0.5208,"Biomass"
"490","Black Rockfish","Both",0.9,6,0.5252,"Biomass"
"491","Black Rockfish","Both",0.9,7,0.5226,"Biomass"
"492","Black Rockfish","Both",0.9,8,0.5222,"Biomass"
"493","Black Rockfish","Both",0.9,9,0.528,"Biomass"
"494","Black Rockfish","Both",0.9,10,0.5336,"Biomass"
"495","Black Rockfish","Both",0.9,11,0.5336,"Biomass"
"496","Black Rockfish","Both",0.9,12,0.5376,"Biomass"
"497","Black Rockfish","Both",0.9,13,0.5434,"Biomass"
"498","Black Rockfish","Both",0.9,14,0.5414,"Biomass"
"499","Black Rockfish","Both",0.9,15,0.541,"Biomass"
"500","Black Rockfish","Both",0.9,16,0.5434,"Biomass"
"501","Black Rockfish","Both",0.9,17,0.547,"Biomass"
"502","Black Rockfish","Both",0.9,18,0.5486,"Biomass"
"503","Black Rockfish","Both",0.9,19,0.5448,"Biomass"
"504","Black Rockfish","Both",0.9,20,0.5442,"Biomass"
"505","Lingcod","Sampling",0.6,0,0,"Biomass"
"506","Lingcod","Sampling",0.6,1,0,"Biomass"
"507","Lingcod","Sampling",0.6,2,0.372,"Biomass"
"508","Lingcod","Sampling",0.6,3,0.5412,"Biomass"
"509","Lingcod","Sampling",0.6,4,0.625,"Biomass"
"510","Lingcod","Sampling",0.6,5,0.661,"Biomass"
"511","Lingcod","Sampling",0.6,6,0.684,"Biomass"
"512","Lingcod","Sampling",0.6,7,0.7024,"Biomass"
"513","Lingcod","Sampling",0.6,8,0.7108,"Biomass"
"514","Lingcod","Sampling",0.6,9,0.7146,"Biomass"
"515","Lingcod","Sampling",0.6,10,0.7156,"Biomass"
"516","Lingcod","Sampling",0.6,11,0.714,"Biomass"
"517","Lingcod","Sampling",0.6,12,0.7134,"Biomass"
"518","Lingcod","Sampling",0.6,13,0.7102,"Biomass"
"519","Lingcod","Sampling",0.6,14,0.7064,"Biomass"
"520","Lingcod","Sampling",0.6,15,0.7016,"Biomass"
"521","Lingcod","Sampling",0.6,16,0.697,"Biomass"
"522","Lingcod","Sampling",0.6,17,0.69,"Biomass"
"523","Lingcod","Sampling",0.6,18,0.6816,"Biomass"
"524","Lingcod","Sampling",0.6,19,0.6758,"Biomass"
"525","Lingcod","Sampling",0.6,20,0.669,"Biomass"
"526","Lingcod","Sampling",0.7,0,0,"Biomass"
"527","Lingcod","Sampling",0.7,1,0,"Biomass"
"528","Lingcod","Sampling",0.7,2,0.341,"Biomass"
"529","Lingcod","Sampling",0.7,3,0.4968,"Biomass"
"530","Lingcod","Sampling",0.7,4,0.5776,"Biomass"
"531","Lingcod","Sampling",0.7,5,0.6214,"Biomass"
"532","Lingcod","Sampling",0.7,6,0.6424,"Biomass"
"533","Lingcod","Sampling",0.7,7,0.6524,"Biomass"
"534","Lingcod","Sampling",0.7,8,0.6598,"Biomass"
"535","Lingcod","Sampling",0.7,9,0.6578,"Biomass"
"536","Lingcod","Sampling",0.7,10,0.6552,"Biomass"
"537","Lingcod","Sampling",0.7,11,0.6472,"Biomass"
"538","Lingcod","Sampling",0.7,12,0.6462,"Biomass"
"539","Lingcod","Sampling",0.7,13,0.6424,"Biomass"
"540","Lingcod","Sampling",0.7,14,0.6396,"Biomass"
"541","Lingcod","Sampling",0.7,15,0.6356,"Biomass"
"542","Lingcod","Sampling",0.7,16,0.6264,"Biomass"
"543","Lingcod","Sampling",0.7,17,0.624,"Biomass"
"544","Lingcod","Sampling",0.7,18,0.6208,"Biomass"
"545","Lingcod","Sampling",0.7,19,0.6146,"Biomass"
"546","Lingcod","Sampling",0.7,20,0.6096,"Biomass"
"547","Lingcod","Sampling",0.8,0,0,"Biomass"
"548","Lingcod","Sampling",0.8,1,0,"Biomass"
"549","Lingcod","Sampling",0.8,2,0.3002,"Biomass"
"550","Lingcod","Sampling",0.8,3,0.451,"Biomass"
"551","Lingcod","Sampling",0.8,4,0.5266,"Biomass"
"552","Lingcod","Sampling",0.8,5,0.5618,"Biomass"
"553","Lingcod","Sampling",0.8,6,0.5846,"Biomass"
"554","Lingcod","Sampling",0.8,7,0.5954,"Biomass"
"555","Lingcod","Sampling",0.8,8,0.6016,"Biomass"
"556","Lingcod","Sampling",0.8,9,0.604,"Biomass"
"557","Lingcod","Sampling",0.8,10,0.601,"Biomass"
"558","Lingcod","Sampling",0.8,11,0.5962,"Biomass"
"559","Lingcod","Sampling",0.8,12,0.5944,"Biomass"
"560","Lingcod","Sampling",0.8,13,0.591,"Biomass"
"561","Lingcod","Sampling",0.8,14,0.5832,"Biomass"
"562","Lingcod","Sampling",0.8,15,0.5768,"Biomass"
"563","Lingcod","Sampling",0.8,16,0.578,"Biomass"
"564","Lingcod","Sampling",0.8,17,0.5732,"Biomass"
"565","Lingcod","Sampling",0.8,18,0.5728,"Biomass"
"566","Lingcod","Sampling",0.8,19,0.5762,"Biomass"
"567","Lingcod","Sampling",0.8,20,0.5696,"Biomass"
"568","Lingcod","Sampling",0.9,0,0,"Biomass"
"569","Lingcod","Sampling",0.9,1,0,"Biomass"
"570","Lingcod","Sampling",0.9,2,0.2854,"Biomass"
"571","Lingcod","Sampling",0.9,3,0.4178,"Biomass"
"572","Lingcod","Sampling",0.9,4,0.4864,"Biomass"
"573","Lingcod","Sampling",0.9,5,0.5176,"Biomass"
"574","Lingcod","Sampling",0.9,6,0.5364,"Biomass"
"575","Lingcod","Sampling",0.9,7,0.5482,"Biomass"
"576","Lingcod","Sampling",0.9,8,0.5504,"Biomass"
"577","Lingcod","Sampling",0.9,9,0.5496,"Biomass"
"578","Lingcod","Sampling",0.9,10,0.5414,"Biomass"
"579","Lingcod","Sampling",0.9,11,0.5426,"Biomass"
"580","Lingcod","Sampling",0.9,12,0.5432,"Biomass"
"581","Lingcod","Sampling",0.9,13,0.5454,"Biomass"
"582","Lingcod","Sampling",0.9,14,0.5436,"Biomass"
"583","Lingcod","Sampling",0.9,15,0.5398,"Biomass"
"584","Lingcod","Sampling",0.9,16,0.5278,"Biomass"
"585","Lingcod","Sampling",0.9,17,0.525,"Biomass"
"586","Lingcod","Sampling",0.9,18,0.5234,"Biomass"
"587","Lingcod","Sampling",0.9,19,0.5234,"Biomass"
"588","Lingcod","Sampling",0.9,20,0.5246,"Biomass"
"589","Lingcod","Recruitment",0.6,0,0,"Biomass"
"590","Lingcod","Recruitment",0.6,1,0.4882,"Biomass"
"591","Lingcod","Recruitment",0.6,2,0.541,"Biomass"
"592","Lingcod","Recruitment",0.6,3,0.5886,"Biomass"
"593","Lingcod","Recruitment",0.6,4,0.6232,"Biomass"
"594","Lingcod","Recruitment",0.6,5,0.6484,"Biomass"
"595","Lingcod","Recruitment",0.6,6,0.6788,"Biomass"
"596","Lingcod","Recruitment",0.6,7,0.6956,"Biomass"
"597","Lingcod","Recruitment",0.6,8,0.7054,"Biomass"
"598","Lingcod","Recruitment",0.6,9,0.72,"Biomass"
"599","Lingcod","Recruitment",0.6,10,0.7216,"Biomass"
"600","Lingcod","Recruitment",0.6,11,0.714,"Biomass"
"601","Lingcod","Recruitment",0.6,12,0.7088,"Biomass"
"602","Lingcod","Recruitment",0.6,13,0.7006,"Biomass"
"603","Lingcod","Recruitment",0.6,14,0.6854,"Biomass"
"604","Lingcod","Recruitment",0.6,15,0.6764,"Biomass"
"605","Lingcod","Recruitment",0.6,16,0.6606,"Biomass"
"606","Lingcod","Recruitment",0.6,17,0.6428,"Biomass"
"607","Lingcod","Recruitment",0.6,18,0.631,"Biomass"
"608","Lingcod","Recruitment",0.6,19,0.6154,"Biomass"
"609","Lingcod","Recruitment",0.6,20,0.6008,"Biomass"
"610","Lingcod","Recruitment",0.7,0,0,"Biomass"
"611","Lingcod","Recruitment",0.7,1,0.5102,"Biomass"
"612","Lingcod","Recruitment",0.7,2,0.56,"Biomass"
"613","Lingcod","Recruitment",0.7,3,0.6024,"Biomass"
"614","Lingcod","Recruitment",0.7,4,0.6422,"Biomass"
"615","Lingcod","Recruitment",0.7,5,0.6664,"Biomass"
"616","Lingcod","Recruitment",0.7,6,0.6798,"Biomass"
"617","Lingcod","Recruitment",0.7,7,0.6944,"Biomass"
"618","Lingcod","Recruitment",0.7,8,0.7,"Biomass"
"619","Lingcod","Recruitment",0.7,9,0.7002,"Biomass"
"620","Lingcod","Recruitment",0.7,10,0.7008,"Biomass"
"621","Lingcod","Recruitment",0.7,11,0.6982,"Biomass"
"622","Lingcod","Recruitment",0.7,12,0.6856,"Biomass"
"623","Lingcod","Recruitment",0.7,13,0.6756,"Biomass"
"624","Lingcod","Recruitment",0.7,14,0.6686,"Biomass"
"625","Lingcod","Recruitment",0.7,15,0.6546,"Biomass"
"626","Lingcod","Recruitment",0.7,16,0.647,"Biomass"
"627","Lingcod","Recruitment",0.7,17,0.6272,"Biomass"
"628","Lingcod","Recruitment",0.7,18,0.6156,"Biomass"
"629","Lingcod","Recruitment",0.7,19,0.6032,"Biomass"
"630","Lingcod","Recruitment",0.7,20,0.6014,"Biomass"
"631","Lingcod","Recruitment",0.8,0,0,"Biomass"
"632","Lingcod","Recruitment",0.8,1,0.482,"Biomass"
"633","Lingcod","Recruitment",0.8,2,0.5208,"Biomass"
"634","Lingcod","Recruitment",0.8,3,0.5644,"Biomass"
"635","Lingcod","Recruitment",0.8,4,0.5916,"Biomass"
"636","Lingcod","Recruitment",0.8,5,0.6156,"Biomass"
"637","Lingcod","Recruitment",0.8,6,0.6332,"Biomass"
"638","Lingcod","Recruitment",0.8,7,0.6338,"Biomass"
"639","Lingcod","Recruitment",0.8,8,0.6394,"Biomass"
"640","Lingcod","Recruitment",0.8,9,0.6348,"Biomass"
"641","Lingcod","Recruitment",0.8,10,0.6296,"Biomass"
"642","Lingcod","Recruitment",0.8,11,0.6254,"Biomass"
"643","Lingcod","Recruitment",0.8,12,0.6198,"Biomass"
"644","Lingcod","Recruitment",0.8,13,0.6092,"Biomass"
"645","Lingcod","Recruitment",0.8,14,0.6034,"Biomass"
"646","Lingcod","Recruitment",0.8,15,0.5982,"Biomass"
"647","Lingcod","Recruitment",0.8,16,0.5878,"Biomass"
"648","Lingcod","Recruitment",0.8,17,0.5838,"Biomass"
"649","Lingcod","Recruitment",0.8,18,0.5776,"Biomass"
"650","Lingcod","Recruitment",0.8,19,0.5784,"Biomass"
"651","Lingcod","Recruitment",0.8,20,0.5696,"Biomass"
"652","Lingcod","Recruitment",0.9,0,0,"Biomass"
"653","Lingcod","Recruitment",0.9,1,0.5014,"Biomass"
"654","Lingcod","Recruitment",0.9,2,0.504,"Biomass"
"655","Lingcod","Recruitment",0.9,3,0.5326,"Biomass"
"656","Lingcod","Recruitment",0.9,4,0.5458,"Biomass"
"657","Lingcod","Recruitment",0.9,5,0.556,"Biomass"
"658","Lingcod","Recruitment",0.9,6,0.5532,"Biomass"
"659","Lingcod","Recruitment",0.9,7,0.5576,"Biomass"
"660","Lingcod","Recruitment",0.9,8,0.5536,"Biomass"
"661","Lingcod","Recruitment",0.9,9,0.5546,"Biomass"
"662","Lingcod","Recruitment",0.9,10,0.5542,"Biomass"
"663","Lingcod","Recruitment",0.9,11,0.5582,"Biomass"
"664","Lingcod","Recruitment",0.9,12,0.557,"Biomass"
"665","Lingcod","Recruitment",0.9,13,0.5572,"Biomass"
"666","Lingcod","Recruitment",0.9,14,0.5508,"Biomass"
"667","Lingcod","Recruitment",0.9,15,0.549,"Biomass"
"668","Lingcod","Recruitment",0.9,16,0.5466,"Biomass"
"669","Lingcod","Recruitment",0.9,17,0.5414,"Biomass"
"670","Lingcod","Recruitment",0.9,18,0.5402,"Biomass"
"671","Lingcod","Recruitment",0.9,19,0.5314,"Biomass"
"672","Lingcod","Recruitment",0.9,20,0.5264,"Biomass"
"673","Lingcod","Both",0.6,0,0,"Biomass"
"674","Lingcod","Both",0.6,1,0.4918,"Biomass"
"675","Lingcod","Both",0.6,2,0.5304,"Biomass"
"676","Lingcod","Both",0.6,3,0.5566,"Biomass"
"677","Lingcod","Both",0.6,4,0.5768,"Biomass"
"678","Lingcod","Both",0.6,5,0.6004,"Biomass"
"679","Lingcod","Both",0.6,6,0.615,"Biomass"
"680","Lingcod","Both",0.6,7,0.6288,"Biomass"
"681","Lingcod","Both",0.6,8,0.6378,"Biomass"
"682","Lingcod","Both",0.6,9,0.6472,"Biomass"
"683","Lingcod","Both",0.6,10,0.648,"Biomass"
"684","Lingcod","Both",0.6,11,0.6524,"Biomass"
"685","Lingcod","Both",0.6,12,0.6512,"Biomass"
"686","Lingcod","Both",0.6,13,0.649,"Biomass"
"687","Lingcod","Both",0.6,14,0.6508,"Biomass"
"688","Lingcod","Both",0.6,15,0.6498,"Biomass"
"689","Lingcod","Both",0.6,16,0.647,"Biomass"
"690","Lingcod","Both",0.6,17,0.6386,"Biomass"
"691","Lingcod","Both",0.6,18,0.631,"Biomass"
"692","Lingcod","Both",0.6,19,0.6288,"Biomass"
"693","Lingcod","Both",0.6,20,0.6234,"Biomass"
"694","Lingcod","Both",0.7,0,0,"Biomass"
"695","Lingcod","Both",0.7,1,0.5078,"Biomass"
"696","Lingcod","Both",0.7,2,0.5324,"Biomass"
"697","Lingcod","Both",0.7,3,0.5516,"Biomass"
"698","Lingcod","Both",0.7,4,0.5718,"Biomass"
"699","Lingcod","Both",0.7,5,0.5752,"Biomass"
"700","Lingcod","Both",0.7,6,0.5806,"Biomass"
"701","Lingcod","Both",0.7,7,0.5912,"Biomass"
"702","Lingcod","Both",0.7,8,0.5958,"Biomass"
"703","Lingcod","Both",0.7,9,0.5962,"Biomass"
"704","Lingcod","Both",0.7,10,0.5974,"Biomass"
"705","Lingcod","Both",0.7,11,0.6014,"Biomass"
"706","Lingcod","Both",0.7,12,0.6052,"Biomass"
"707","Lingcod","Both",0.7,13,0.604,"Biomass"
"708","Lingcod","Both",0.7,14,0.6002,"Biomass"
"709","Lingcod","Both",0.7,15,0.5992,"Biomass"
"710","Lingcod","Both",0.7,16,0.6016,"Biomass"
"711","Lingcod","Both",0.7,17,0.5952,"Biomass"
"712","Lingcod","Both",0.7,18,0.5978,"Biomass"
"713","Lingcod","Both",0.7,19,0.5936,"Biomass"
"714","Lingcod","Both",0.7,20,0.5922,"Biomass"
"715","Lingcod","Both",0.8,0,0,"Biomass"
"716","Lingcod","Both",0.8,1,0.5002,"Biomass"
"717","Lingcod","Both",0.8,2,0.515,"Biomass"
"718","Lingcod","Both",0.8,3,0.521,"Biomass"
"719","Lingcod","Both",0.8,4,0.5266,"Biomass"
"720","Lingcod","Both",0.8,5,0.5426,"Biomass"
"721","Lingcod","Both",0.8,6,0.547,"Biomass"
"722","Lingcod","Both",0.8,7,0.5508,"Biomass"
"723","Lingcod","Both",0.8,8,0.555,"Biomass"
"724","Lingcod","Both",0.8,9,0.5554,"Biomass"
"725","Lingcod","Both",0.8,10,0.5596,"Biomass"
"726","Lingcod","Both",0.8,11,0.5602,"Biomass"
"727","Lingcod","Both",0.8,12,0.5648,"Biomass"
"728","Lingcod","Both",0.8,13,0.5704,"Biomass"
"729","Lingcod","Both",0.8,14,0.573,"Biomass"
"730","Lingcod","Both",0.8,15,0.5708,"Biomass"
"731","Lingcod","Both",0.8,16,0.5674,"Biomass"
"732","Lingcod","Both",0.8,17,0.5652,"Biomass"
"733","Lingcod","Both",0.8,18,0.5656,"Biomass"
"734","Lingcod","Both",0.8,19,0.5662,"Biomass"
"735","Lingcod","Both",0.8,20,0.5598,"Biomass"
"736","Lingcod","Both",0.9,0,0,"Biomass"
"737","Lingcod","Both",0.9,1,0.4902,"Biomass"
"738","Lingcod","Both",0.9,2,0.4974,"Biomass"
"739","Lingcod","Both",0.9,3,0.5082,"Biomass"
"740","Lingcod","Both",0.9,4,0.5076,"Biomass"
"741","Lingcod","Both",0.9,5,0.5122,"Biomass"
"742","Lingcod","Both",0.9,6,0.5122,"Biomass"
"743","Lingcod","Both",0.9,7,0.5128,"Biomass"
"744","Lingcod","Both",0.9,8,0.5144,"Biomass"
"745","Lingcod","Both",0.9,9,0.5124,"Biomass"
"746","Lingcod","Both",0.9,10,0.5166,"Biomass"
"747","Lingcod","Both",0.9,11,0.5168,"Biomass"
"748","Lingcod","Both",0.9,12,0.5202,"Biomass"
"749","Lingcod","Both",0.9,13,0.5216,"Biomass"
"750","Lingcod","Both",0.9,14,0.5232,"Biomass"
"751","Lingcod","Both",0.9,15,0.516,"Biomass"
"752","Lingcod","Both",0.9,16,0.5174,"Biomass"
"753","Lingcod","Both",0.9,17,0.5164,"Biomass"
"754","Lingcod","Both",0.9,18,0.517,"Biomass"
"755","Lingcod","Both",0.9,19,0.518,"Biomass"
"756","Lingcod","Both",0.9,20,0.5174,"Biomass"
"757","Cabezon","Sampling",0.4,0,0,"Biomass"
"758","Cabezon","Sampling",0.4,1,0,"Biomass"
"759","Cabezon","Sampling",0.4,2,0.4136,"Biomass"
"760","Cabezon","Sampling",0.4,3,0.592,"Biomass"
"761","Cabezon","Sampling",0.4,4,0.6852,"Biomass"
"762","Cabezon","Sampling",0.4,5,0.7358,"Biomass"
"763","Cabezon","Sampling",0.4,6,0.7648,"Biomass"
"764","Cabezon","Sampling",0.4,7,0.78,"Biomass"
"765","Cabezon","Sampling",0.4,8,0.7894,"Biomass"
"766","Cabezon","Sampling",0.4,9,0.7938,"Biomass"
"767","Cabezon","Sampling",0.4,10,0.7926,"Biomass"
"768","Cabezon","Sampling",0.4,11,0.7924,"Biomass"
"769","Cabezon","Sampling",0.4,12,0.79,"Biomass"
"770","Cabezon","Sampling",0.4,13,0.7884,"Biomass"
"771","Cabezon","Sampling",0.4,14,0.7882,"Biomass"
"772","Cabezon","Sampling",0.4,15,0.787,"Biomass"
"773","Cabezon","Sampling",0.4,16,0.7834,"Biomass"
"774","Cabezon","Sampling",0.4,17,0.7818,"Biomass"
"775","Cabezon","Sampling",0.4,18,0.7812,"Biomass"
"776","Cabezon","Sampling",0.4,19,0.7778,"Biomass"
"777","Cabezon","Sampling",0.4,20,0.7744,"Biomass"
"778","Cabezon","Sampling",0.5,0,0,"Biomass"
"779","Cabezon","Sampling",0.5,1,0,"Biomass"
"780","Cabezon","Sampling",0.5,2,0.3858,"Biomass"
"781","Cabezon","Sampling",0.5,3,0.561,"Biomass"
"782","Cabezon","Sampling",0.5,4,0.6542,"Biomass"
"783","Cabezon","Sampling",0.5,5,0.697,"Biomass"
"784","Cabezon","Sampling",0.5,6,0.7218,"Biomass"
"785","Cabezon","Sampling",0.5,7,0.7338,"Biomass"
"786","Cabezon","Sampling",0.5,8,0.7372,"Biomass"
"787","Cabezon","Sampling",0.5,9,0.7398,"Biomass"
"788","Cabezon","Sampling",0.5,10,0.7408,"Biomass"
"789","Cabezon","Sampling",0.5,11,0.7436,"Biomass"
"790","Cabezon","Sampling",0.5,12,0.7418,"Biomass"
"791","Cabezon","Sampling",0.5,13,0.7378,"Biomass"
"792","Cabezon","Sampling",0.5,14,0.7352,"Biomass"
"793","Cabezon","Sampling",0.5,15,0.7326,"Biomass"
"794","Cabezon","Sampling",0.5,16,0.7276,"Biomass"
"795","Cabezon","Sampling",0.5,17,0.7244,"Biomass"
"796","Cabezon","Sampling",0.5,18,0.7214,"Biomass"
"797","Cabezon","Sampling",0.5,19,0.7178,"Biomass"
"798","Cabezon","Sampling",0.5,20,0.7134,"Biomass"
"799","Cabezon","Sampling",0.6,0,0,"Biomass"
"800","Cabezon","Sampling",0.6,1,0,"Biomass"
"801","Cabezon","Sampling",0.6,2,0.36,"Biomass"
"802","Cabezon","Sampling",0.6,3,0.5246,"Biomass"
"803","Cabezon","Sampling",0.6,4,0.6156,"Biomass"
"804","Cabezon","Sampling",0.6,5,0.6522,"Biomass"
"805","Cabezon","Sampling",0.6,6,0.6754,"Biomass"
"806","Cabezon","Sampling",0.6,7,0.6902,"Biomass"
"807","Cabezon","Sampling",0.6,8,0.694,"Biomass"
"808","Cabezon","Sampling",0.6,9,0.6926,"Biomass"
"809","Cabezon","Sampling",0.6,10,0.691,"Biomass"
"810","Cabezon","Sampling",0.6,11,0.6914,"Biomass"
"811","Cabezon","Sampling",0.6,12,0.687,"Biomass"
"812","Cabezon","Sampling",0.6,13,0.6798,"Biomass"
"813","Cabezon","Sampling",0.6,14,0.6744,"Biomass"
"814","Cabezon","Sampling",0.6,15,0.6752,"Biomass"
"815","Cabezon","Sampling",0.6,16,0.671,"Biomass"
"816","Cabezon","Sampling",0.6,17,0.6684,"Biomass"
"817","Cabezon","Sampling",0.6,18,0.6678,"Biomass"
"818","Cabezon","Sampling",0.6,19,0.6626,"Biomass"
"819","Cabezon","Sampling",0.6,20,0.6588,"Biomass"
"820","Cabezon","Sampling",0.7,0,0,"Biomass"
"821","Cabezon","Sampling",0.7,1,0,"Biomass"
"822","Cabezon","Sampling",0.7,2,0.3284,"Biomass"
"823","Cabezon","Sampling",0.7,3,0.491,"Biomass"
"824","Cabezon","Sampling",0.7,4,0.5696,"Biomass"
"825","Cabezon","Sampling",0.7,5,0.6162,"Biomass"
"826","Cabezon","Sampling",0.7,6,0.6328,"Biomass"
"827","Cabezon","Sampling",0.7,7,0.6436,"Biomass"
"828","Cabezon","Sampling",0.7,8,0.6462,"Biomass"
"829","Cabezon","Sampling",0.7,9,0.6436,"Biomass"
"830","Cabezon","Sampling",0.7,10,0.6436,"Biomass"
"831","Cabezon","Sampling",0.7,11,0.6432,"Biomass"
"832","Cabezon","Sampling",0.7,12,0.6408,"Biomass"
"833","Cabezon","Sampling",0.7,13,0.639,"Biomass"
"834","Cabezon","Sampling",0.7,14,0.634,"Biomass"
"835","Cabezon","Sampling",0.7,15,0.6302,"Biomass"
"836","Cabezon","Sampling",0.7,16,0.6272,"Biomass"
"837","Cabezon","Sampling",0.7,17,0.6232,"Biomass"
"838","Cabezon","Sampling",0.7,18,0.6162,"Biomass"
"839","Cabezon","Sampling",0.7,19,0.6132,"Biomass"
"840","Cabezon","Sampling",0.7,20,0.6096,"Biomass"
"841","Cabezon","Sampling",0.8,0,0,"Biomass"
"842","Cabezon","Sampling",0.8,1,0,"Biomass"
"843","Cabezon","Sampling",0.8,2,0.294,"Biomass"
"844","Cabezon","Sampling",0.8,3,0.4462,"Biomass"
"845","Cabezon","Sampling",0.8,4,0.5232,"Biomass"
"846","Cabezon","Sampling",0.8,5,0.5534,"Biomass"
"847","Cabezon","Sampling",0.8,6,0.5662,"Biomass"
"848","Cabezon","Sampling",0.8,7,0.5788,"Biomass"
"849","Cabezon","Sampling",0.8,8,0.5858,"Biomass"
"850","Cabezon","Sampling",0.8,9,0.5854,"Biomass"
"851","Cabezon","Sampling",0.8,10,0.5864,"Biomass"
