"","Species","Scenario","FDR","Year","Value","Metric"
"408","Black Rockfish","Recruitment",0.9,8,0.5682,"Biomass"
"409","Black Rockfish","Recruitment",0.9,9,0.5732,"Biomass"
"410","Black Rockfish","Recruitment",0.9,10,0.5856,"Biomass"
"411","Black Rockfish","Recruitment",0.9,11,0.5882,"Biomass"
"412","Black Rockfish","Recruitment",0.9,12,0.5882,"Biomass"
"413","Black Rockfish","Recruitment",0.9,13,0.5836,"Biomass"
"414","Black Rockfish","Recruitment",0.9,14,0.5886,"Biomass"
"415","Black Rockfish","Recruitment",0.9,15,0.5832,"Biomass"
"416","Black Rockfish","Recruitment",0.9,16,0.5806,"Biomass"
"417","Black Rockfish","Recruitment",0.9,17,0.5744,"Biomass"
"418","Black Rockfish","Recruitment",0.9,18,0.5718,"Biomass"
"419","Black Rockfish","Recruitment",0.9,19,0.5658,"Biomass"
"420","Black Rockfish","Recruitment",0.9,20,0.5664,"Biomass"
"421","Black Rockfish","Both",0.6,0,0,"Biomass"
"422","Black Rockfish","Both",0.6,1,0.5044,"Biomass"
"423","Black Rockfish","Both",0.6,2,0.5142,"Biomass"
"424","Black Rockfish","Both",0.6,3,0.528,"Biomass"
"425","Black Rockfish","Both",0.6,4,0.5358,"Biomass"
"426","Black Rockfish","Both",0.6,5,0.5502,"Biomass"
"427","Black Rockfish","Both",0.6,6,0.5598,"Biomass"
"428","Black Rockfish","Both",0.6,7,0.5662,"Biomass"
"429","Black Rockfish","Both",0.6,8,0.58,"Biomass"
"430","Black Rockfish","Both",0.6,9,0.5886,"Biomass"
"431","Black Rockfish","Both",0.6,10,0.6,"Biomass"
"432","Black Rockfish","Both",0.6,11,0.612,"Biomass"
"433","Black Rockfish","Both",0.6,12,0.6222,"Biomass"
"434","Black Rockfish","Both",0.6,13,0.6336,"Biomass"
"435","Black Rockfish","Both",0.6,14,0.6368,"Biomass"
"436","Black Rockfish","Both",0.6,15,0.6478,"Biomass"
"437","Black Rockfish","Both",0.6,16,0.651,"Biomass"
"438","Black Rockfish","Both",0.6,17,0.655,"Biomass"
"439","Black Rockfish","Both",0.6,18,0.66,"Biomass"
"440","Black Rockfish","Both",0.6,19,0.6674,"Biomass"
"441","Black Rockfish","Both",0.6,20,0.672,"Biomass"
"442","Black Rockfish","Both",0.7,0,0,"Biomass"
"443","Black Rockfish","Both",0.7,1,0.4948,"Biomass"
"444","Black Rockfish","Both",0.7,2,0.5024,"Biomass"
"445","Black Rockfish","Both",0.7,3,0.5104,"Biomass"
"446","Black Rockfish","Both",0.7,4,0.5106,"Biomass"
"447","Black Rockfish","Both",0.7,5,0.5298,"Biomass"
"448","Black Rockfish","Both",0.7,6,0.5322,"Biomass"
"449","Black Rockfish","Both",0.7,7,0.54,"Biomass"
"450","Black Rockfish","Both",0.7,8,0.5486,"Biomass"
"451","Black Rockfish","Both",0.7,9,0.5602,"Biomass"
"452","Black Rockfish","Both",0.7,10,0.5756,"Biomass"
"453","Black Rockfish","Both",0.7,11,0.5802,"Biomass"
"454","Black Rockfish","Both",0.7,12,0.5934,"Biomass"
"455","Black Rockfish","Both",0.7,13,0.5932,"Biomass"
"456","Black Rockfish","Both",0.7,14,0.606,"Biomass"
"457","Black Rockfish","Both",0.7,15,0.61,"Biomass"
"458","Black Rockfish","Both",0.7,16,0.6106,"Biomass"
"459","Black Rockfish","Both",0.7,17,0.6124,"Biomass"
"460","Black Rockfish","Both",0.7,18,0.6124,"Biomass"
"461","Black Rockfish","Both",0.7,19,0.6152,"Biomass"
"462","Black Rockfish","Both",0.7,20,0.614,"Biomass"
"463","Black Rockfish","Both",0.8,0,0,"Biomass"
"464","Black Rockfish","Both",0.8,1,0.507,"Biomass"
"465","Black Rockfish","Both",0.8,2,0.5072,"Biomass"
"466","Black Rockfish","Both",0.8,3,0.5218,"Biomass"
"467","Black Rockfish","Both",0.8,4,0.5242,"Biomass"
"468","Black Rockfish","Both",0.8,5,0.5318,"Biomass"
"469","Black Rockfish","Both",0.8,6,0.547,"Biomass"
"470","Black Rockfish","Both",0.8,7,0.5508,"Biomass"
"471","Black Rockfish","Both",0.8,8,0.5548,"Biomass"
"472","Black Rockfish","Both",0.8,9,0.5622,"Biomass"
"473","Black Rockfish","Both",0.8,10,0.5618,"Biomass"
"474","Black Rockfish","Both",0.8,11,0.5674,"Biomass"
"475","Black Rockfish","Both",0.8,12,0.5724,"Biomass"
"476","Black Rockfish","Both",0.8,13,0.571,"Biomass"
"477","Black Rockfish","Both",0.8,14,0.5718,"Biomass"
"478","Black Rockfish","Both",0.8,15,0.5768,"Biomass"
"479","Black Rockfish","Both",0.8,16,0.5792,"Biomass"
"480","Black Rockfish","Both",0.8,17,0.5792,"Biomass"
"481","Black Rockfish","Both",0.8,18,0.5802,"Biomass"
"482","Black Rockfish","Both",0.8,19,0.5852,"Biomass"
"483","Black Rockfish","Both",0.8,20,0.5816,"Biomass"
"484","Black Rockfish","Both",0.9,0,0,"Biomass"
"485","Black Rockfish","Both",0.9,1,0.487,"Biomass"
"486","Black Rockfish","Both",0.9,2,0.494,"Biomass"
"487","Black Rockfish","Both",0.9,3,0.4976,"Biomass"
"488","Black Rockfish","Both",0.9,4,0.4994,"Biomass"
"489","Black Rockfish","Both",0.9,5,0.5022,"Biomass"
"490","Black Rockfish","Both",0.9,6,0.503,"Biomass"
"491","Black Rockfish","Both",0.9,7,0.5156,"Biomass"
"492","Black Rockfish","Both",0.9,8,0.5176,"Biomass"
"493","Black Rockfish","Both",0.9,9,0.5218,"Biomass"
"494","Black Rockfish","Both",0.9,10,0.5188,"Biomass"
"495","Black Rockfish","Both",0.9,11,0.5228,"Biomass"
"496","Black Rockfish","Both",0.9,12,0.5216,"Biomass"
"497","Black Rockfish","Both",0.9,13,0.5246,"Biomass"
"498","Black Rockfish","Both",0.9,14,0.5264,"Biomass"
"499","Black Rockfish","Both",0.9,15,0.5248,"Biomass"
"500","Black Rockfish","Both",0.9,16,0.528,"Biomass"
"501","Black Rockfish","Both",0.9,17,0.527,"Biomass"
"502","Black Rockfish","Both",0.9,18,0.5354,"Biomass"
"503","Black Rockfish","Both",0.9,19,0.537,"Biomass"
"504","Black Rockfish","Both",0.9,20,0.5378,"Biomass"
"505","Lingcod","Sampling",0.6,0,0,"Biomass"
"506","Lingcod","Sampling",0.6,1,0,"Biomass"
"507","Lingcod","Sampling",0.6,2,0.3582,"Biomass"
"508","Lingcod","Sampling",0.6,3,0.52,"Biomass"
"509","Lingcod","Sampling",0.6,4,0.6058,"Biomass"
"510","Lingcod","Sampling",0.6,5,0.65,"Biomass"
"511","Lingcod","Sampling",0.6,6,0.6778,"Biomass"
"512","Lingcod","Sampling",0.6,7,0.694,"Biomass"
"513","Lingcod","Sampling",0.6,8,0.7064,"Biomass"
"514","Lingcod","Sampling",0.6,9,0.7104,"Biomass"
"515","Lingcod","Sampling",0.6,10,0.7102,"Biomass"
"516","Lingcod","Sampling",0.6,11,0.7102,"Biomass"
"517","Lingcod","Sampling",0.6,12,0.706,"Biomass"
"518","Lingcod","Sampling",0.6,13,0.697,"Biomass"
"519","Lingcod","Sampling",0.6,14,0.6938,"Biomass"
"520","Lingcod","Sampling",0.6,15,0.6852,"Biomass"
"521","Lingcod","Sampling",0.6,16,0.6776,"Biomass"
"522","Lingcod","Sampling",0.6,17,0.6702,"Biomass"
"523","Lingcod","Sampling",0.6,18,0.663,"Biomass"
"524","Lingcod","Sampling",0.6,19,0.6588,"Biomass"
"525","Lingcod","Sampling",0.6,20,0.653,"Biomass"
"526","Lingcod","Sampling",0.7,0,0,"Biomass"
"527","Lingcod","Sampling",0.7,1,0,"Biomass"
"528","Lingcod","Sampling",0.7,2,0.3296,"Biomass"
"529","Lingcod","Sampling",0.7,3,0.491,"Biomass"
"530","Lingcod","Sampling",0.7,4,0.5686,"Biomass"
"531","Lingcod","Sampling",0.7,5,0.6126,"Biomass"
"532","Lingcod","Sampling",0.7,6,0.6354,"Biomass"
"533","Lingcod","Sampling",0.7,7,0.6472,"Biomass"
"534","Lingcod","Sampling",0.7,8,0.6492,"Biomass"
"535","Lingcod","Sampling",0.7,9,0.6548,"Biomass"
"536","Lingcod","Sampling",0.7,10,0.6502,"Biomass"
"537","Lingcod","Sampling",0.7,11,0.6522,"Biomass"
"538","Lingcod","Sampling",0.7,12,0.6466,"Biomass"
"539","Lingcod","Sampling",0.7,13,0.6442,"Biomass"
"540","Lingcod","Sampling",0.7,14,0.6402,"Biomass"
"541","Lingcod","Sampling",0.7,15,0.6374,"Biomass"
"542","Lingcod","Sampling",0.7,16,0.6326,"Biomass"
"543","Lingcod","Sampling",0.7,17,0.6298,"Biomass"
"544","Lingcod","Sampling",0.7,18,0.6242,"Biomass"
"545","Lingcod","Sampling",0.7,19,0.6222,"Biomass"
"546","Lingcod","Sampling",0.7,20,0.6178,"Biomass"
"547","Lingcod","Sampling",0.8,0,0,"Biomass"
"548","Lingcod","Sampling",0.8,1,0,"Biomass"
"549","Lingcod","Sampling",0.8,2,0.2994,"Biomass"
"550","Lingcod","Sampling",0.8,3,0.4444,"Biomass"
"551","Lingcod","Sampling",0.8,4,0.521,"Biomass"
"552","Lingcod","Sampling",0.8,5,0.5564,"Biomass"
"553","Lingcod","Sampling",0.8,6,0.5806,"Biomass"
"554","Lingcod","Sampling",0.8,7,0.5952,"Biomass"
"555","Lingcod","Sampling",0.8,8,0.6004,"Biomass"
"556","Lingcod","Sampling",0.8,9,0.6052,"Biomass"
"557","Lingcod","Sampling",0.8,10,0.599,"Biomass"
"558","Lingcod","Sampling",0.8,11,0.601,"Biomass"
"559","Lingcod","Sampling",0.8,12,0.605,"Biomass"
"560","Lingcod","Sampling",0.8,13,0.5998,"Biomass"
"561","Lingcod","Sampling",0.8,14,0.5968,"Biomass"
"562","Lingcod","Sampling",0.8,15,0.5938,"Biomass"
"563","Lingcod","Sampling",0.8,16,0.5872,"Biomass"
"564","Lingcod","Sampling",0.8,17,0.5798,"Biomass"
"565","Lingcod","Sampling",0.8,18,0.575,"Biomass"
"566","Lingcod","Sampling",0.8,19,0.5744,"Biomass"
"567","Lingcod","Sampling",0.8,20,0.5704,"Biomass"
"568","Lingcod","Sampling",0.9,0,0,"Biomass"
"569","Lingcod","Sampling",0.9,1,0,"Biomass"
"570","Lingcod","Sampling",0.9,2,0.284,"Biomass"
"571","Lingcod","Sampling",0.9,3,0.4236,"Biomass"
"572","Lingcod","Sampling",0.9,4,0.4898,"Biomass"
"573","Lingcod","Sampling",0.9,5,0.5194,"Biomass"
"574","Lingcod","Sampling",0.9,6,0.5336,"Biomass"
"575","Lingcod","Sampling",0.9,7,0.5432,"Biomass"
"576","Lingcod","Sampling",0.9,8,0.5472,"Biomass"
"577","Lingcod","Sampling",0.9,9,0.547,"Biomass"
"578","Lingcod","Sampling",0.9,10,0.5492,"Biomass"
"579","Lingcod","Sampling",0.9,11,0.5474,"Biomass"
"580","Lingcod","Sampling",0.9,12,0.5466,"Biomass"
"581","Lingcod","Sampling",0.9,13,0.5426,"Biomass"
"582","Lingcod","Sampling",0.9,14,0.5468,"Biomass"
"583","Lingcod","Sampling",0.9,15,0.5476,"Biomass"
"584","Lingcod","Sampling",0.9,16,0.547,"Biomass"
"585","Lingcod","Sampling",0.9,17,0.546,"Biomass"
"586","Lingcod","Sampling",0.9,18,0.544,"Biomass"
"587","Lingcod","Sampling",0.9,19,0.543,"Biomass"
"588","Lingcod","Sampling",0.9,20,0.5444,"Biomass"
"589","Lingcod","Recruitment",0.6,0,0,"Biomass"
"590","Lingcod","Recruitment",0.6,1,0.4926,"Biomass"
"591","Lingcod","Recruitment",0.6,2,0.5216,"Biomass"
"592","Lingcod","Recruitment",0.6,3,0.5514,"Biomass"
"593","Lingcod","Recruitment",0.6,4,0.5766,"Biomass"
"594","Lingcod","Recruitment",0.6,5,0.5992,"Biomass"
"595","Lingcod","Recruitment",0.6,6,0.6156,"Biomass"
"596","Lingcod","Recruitment",0.6,7,0.6292,"Biomass"
"597","Lingcod","Recruitment",0.6,8,0.645,"Biomass"
"598","Lingcod","Recruitment",0.6,9,0.6572,"Biomass"
"599","Lingcod","Recruitment",0.6,10,0.6626,"Biomass"
"600","Lingcod","Recruitment",0.6,11,0.6672,"Biomass"
"601","Lingcod","Recruitment",0.6,12,0.6756,"Biomass"
"602","Lingcod","Recruitment",0.6,13,0.6778,"Biomass"
"603","Lingcod","Recruitment",0.6,14,0.6794,"Biomass"
"604","Lingcod","Recruitment",0.6,15,0.68,"Biomass"
"605","Lingcod","Recruitment",0.6,16,0.6816,"Biomass"
"606","Lingcod","Recruitment",0.6,17,0.673,"Biomass"
"607","Lingcod","Recruitment",0.6,18,0.6664,"Biomass"
"608","Lingcod","Recruitment",0.6,19,0.6526,"Biomass"
"609","Lingcod","Recruitment",0.6,20,0.6434,"Biomass"
"610","Lingcod","Recruitment",0.7,0,0,"Biomass"
"611","Lingcod","Recruitment",0.7,1,0.505,"Biomass"
"612","Lingcod","Recruitment",0.7,2,0.5204,"Biomass"
"613","Lingcod","Recruitment",0.7,3,0.5538,"Biomass"
"614","Lingcod","Recruitment",0.7,4,0.57,"Biomass"
"615","Lingcod","Recruitment",0.7,5,0.5928,"Biomass"
"616","Lingcod","Recruitment",0.7,6,0.6134,"Biomass"
"617","Lingcod","Recruitment",0.7,7,0.6302,"Biomass"
"618","Lingcod","Recruitment",0.7,8,0.6416,"Biomass"
"619","Lingcod","Recruitment",0.7,9,0.6552,"Biomass"
"620","Lingcod","Recruitment",0.7,10,0.661,"Biomass"
"621","Lingcod","Recruitment",0.7,11,0.6632,"Biomass"
"622","Lingcod","Recruitment",0.7,12,0.6634,"Biomass"
"623","Lingcod","Recruitment",0.7,13,0.6668,"Biomass"
"624","Lingcod","Recruitment",0.7,14,0.666,"Biomass"
"625","Lingcod","Recruitment",0.7,15,0.6602,"Biomass"
"626","Lingcod","Recruitment",0.7,16,0.657,"Biomass"
"627","Lingcod","Recruitment",0.7,17,0.6498,"Biomass"
"628","Lingcod","Recruitment",0.7,18,0.6442,"Biomass"
"629","Lingcod","Recruitment",0.7,19,0.6296,"Biomass"
"630","Lingcod","Recruitment",0.7,20,0.6194,"Biomass"
"631","Lingcod","Recruitment",0.8,0,0,"Biomass"
"632","Lingcod","Recruitment",0.8,1,0.4986,"Biomass"
"633","Lingcod","Recruitment",0.8,2,0.5224,"Biomass"
"634","Lingcod","Recruitment",0.8,3,0.5478,"Biomass"
"635","Lingcod","Recruitment",0.8,4,0.5708,"Biomass"
"636","Lingcod","Recruitment",0.8,5,0.5878,"Biomass"
"637","Lingcod","Recruitment",0.8,6,0.6036,"Biomass"
"638","Lingcod","Recruitment",0.8,7,0.6188,"Biomass"
"639","Lingcod","Recruitment",0.8,8,0.6202,"Biomass"
"640","Lingcod","Recruitment",0.8,9,0.6256,"Biomass"
"641","Lingcod","Recruitment",0.8,10,0.6208,"Biomass"
"642","Lingcod","Recruitment",0.8,11,0.623,"Biomass"
"643","Lingcod","Recruitment",0.8,12,0.6228,"Biomass"
"644","Lingcod","Recruitment",0.8,13,0.6226,"Biomass"
"645","Lingcod","Recruitment",0.8,14,0.6176,"Biomass"
"646","Lingcod","Recruitment",0.8,15,0.6074,"Biomass"
"647","Lingcod","Recruitment",0.8,16,0.6014,"Biomass"
"648","Lingcod","Recruitment",0.8,17,0.5998,"Biomass"
"649","Lingcod","Recruitment",0.8,18,0.594,"Biomass"
"650","Lingcod","Recruitment",0.8,19,0.5904,"Biomass"
"651","Lingcod","Recruitment",0.8,20,0.5868,"Biomass"
"652","Lingcod","Recruitment",0.9,0,0,"Biomass"
"653","Lingcod","Recruitment",0.9,1,0.4914,"Biomass"
"654","Lingcod","Recruitment",0.9,2,0.5144,"Biomass"
"655","Lingcod","Recruitment",0.9,3,0.523,"Biomass"
"656","Lingcod","Recruitment",0.9,4,0.5374,"Biomass"
"657","Lingcod","Recruitment",0.9,5,0.5504,"Biomass"
"658","Lingcod","Recruitment",0.9,6,0.5632,"Biomass"
"659","Lingcod","Recruitment",0.9,7,0.5706,"Biomass"
"660","Lingcod","Recruitment",0.9,8,0.576,"Biomass"
"661","Lingcod","Recruitment",0.9,9,0.5774,"Biomass"
"662","Lingcod","Recruitment",0.9,10,0.5766,"Biomass"
"663","Lingcod","Recruitment",0.9,11,0.5796,"Biomass"
"664","Lingcod","Recruitment",0.9,12,0.576,"Biomass"
"665","Lingcod","Recruitment",0.9,13,0.5746,"Biomass"
"666","Lingcod","Recruitment",0.9,14,0.5746,"Biomass"
"667","Lingcod","Recruitment",0.9,15,0.5682,"Biomass"
"668","Lingcod","Recruitment",0.9,16,0.5688,"Biomass"
"669","Lingcod","Recruitment",0.9,17,0.5648,"Biomass"
"670","Lingcod","Recruitment",0.9,18,0.5562,"Biomass"
"671","Lingcod","Recruitment",0.9,19,0.5526,"Biomass"
"672","Lingcod","Recruitment",0.9,20,0.549,"Biomass"
"673","Lingcod","Both",0.6,0,0,"Biomass"
"674","Lingcod","Both",0.6,1,0.5004,"Biomass"
"675","Lingcod","Both",0.6,2,0.5184,"Biomass"
"676","Lingcod","Both",0.6,3,0.5368,"Biomass"
"677","Lingcod","Both",0.6,4,0.561,"Biomass"
"678","Lingcod","Both",0.6,5,0.5792,"Biomass"
"679","Lingcod","Both",0.6,6,0.589,"Biomass"
"680","Lingcod","Both",0.6,7,0.5978,"Biomass"
"681","Lingcod","Both",0.6,8,0.6078,"Biomass"
"682","Lingcod","Both",0.6,9,0.6148,"Biomass"
"683","Lingcod","Both",0.6,10,0.6234,"Biomass"
"684","Lingcod","Both",0.6,11,0.623,"Biomass"
"685","Lingcod","Both",0.6,12,0.637,"Biomass"
"686","Lingcod","Both",0.6,13,0.64,"Biomass"
"687","Lingcod","Both",0.6,14,0.6362,"Biomass"
"688","Lingcod","Both",0.6,15,0.6442,"Biomass"
"689","Lingcod","Both",0.6,16,0.6432,"Biomass"
"690","Lingcod","Both",0.6,17,0.639,"Biomass"
"691","Lingcod","Both",0.6,18,0.6438,"Biomass"
"692","Lingcod","Both",0.6,19,0.6434,"Biomass"
"693","Lingcod","Both",0.6,20,0.6432,"Biomass"
"694","Lingcod","Both",0.7,0,0,"Biomass"
"695","Lingcod","Both",0.7,1,0.5004,"Biomass"
"696","Lingcod","Both",0.7,2,0.5202,"Biomass"
"697","Lingcod","Both",0.7,3,0.5362,"Biomass"
"698","Lingcod","Both",0.7,4,0.5448,"Biomass"
"699","Lingcod","Both",0.7,5,0.5572,"Biomass"
"700","Lingcod","Both",0.7,6,0.5774,"Biomass"
"701","Lingcod","Both",0.7,7,0.5814,"Biomass"
"702","Lingcod","Both",0.7,8,0.5868,"Biomass"
"703","Lingcod","Both",0.7,9,0.589,"Biomass"
"704","Lingcod","Both",0.7,10,0.5952,"Biomass"
"705","Lingcod","Both",0.7,11,0.59,"Biomass"
"706","Lingcod","Both",0.7,12,0.5876,"Biomass"
"707","Lingcod","Both",0.7,13,0.5892,"Biomass"
"708","Lingcod","Both",0.7,14,0.5894,"Biomass"
"709","Lingcod","Both",0.7,15,0.5936,"Biomass"
"710","Lingcod","Both",0.7,16,0.5978,"Biomass"
"711","Lingcod","Both",0.7,17,0.5984,"Biomass"
"712","Lingcod","Both",0.7,18,0.5942,"Biomass"
"713","Lingcod","Both",0.7,19,0.5874,"Biomass"
"714","Lingcod","Both",0.7,20,0.59,"Biomass"
"715","Lingcod","Both",0.8,0,0,"Biomass"
"716","Lingcod","Both",0.8,1,0.4978,"Biomass"
"717","Lingcod","Both",0.8,2,0.5094,"Biomass"
"718","Lingcod","Both",0.8,3,0.5172,"Biomass"
"719","Lingcod","Both",0.8,4,0.5176,"Biomass"
"720","Lingcod","Both",0.8,5,0.5246,"Biomass"
"721","Lingcod","Both",0.8,6,0.5284,"Biomass"
"722","Lingcod","Both",0.8,7,0.5376,"Biomass"
"723","Lingcod","Both",0.8,8,0.5398,"Biomass"
"724","Lingcod","Both",0.8,9,0.5442,"Biomass"
"725","Lingcod","Both",0.8,10,0.5432,"Biomass"
"726","Lingcod","Both",0.8,11,0.5488,"Biomass"
"727","Lingcod","Both",0.8,12,0.5452,"Biomass"
"728","Lingcod","Both",0.8,13,0.5476,"Biomass"
"729","Lingcod","Both",0.8,14,0.5496,"Biomass"
"730","Lingcod","Both",0.8,15,0.549,"Biomass"
"731","Lingcod","Both",0.8,16,0.5522,"Biomass"
"732","Lingcod","Both",0.8,17,0.5492,"Biomass"
"733","Lingcod","Both",0.8,18,0.5462,"Biomass"
"734","Lingcod","Both",0.8,19,0.5454,"Biomass"
"735","Lingcod","Both",0.8,20,0.545,"Biomass"
"736","Lingcod","Both",0.9,0,0,"Biomass"
"737","Lingcod","Both",0.9,1,0.5062,"Biomass"
"738","Lingcod","Both",0.9,2,0.505,"Biomass"
"739","Lingcod","Both",0.9,3,0.5092,"Biomass"
"740","Lingcod","Both",0.9,4,0.5126,"Biomass"
"741","Lingcod","Both",0.9,5,0.51,"Biomass"
"742","Lingcod","Both",0.9,6,0.513,"Biomass"
"743","Lingcod","Both",0.9,7,0.5118,"Biomass"
"744","Lingcod","Both",0.9,8,0.5132,"Biomass"
"745","Lingcod","Both",0.9,9,0.5156,"Biomass"
"746","Lingcod","Both",0.9,10,0.52,"Biomass"
"747","Lingcod","Both",0.9,11,0.5226,"Biomass"
"748","Lingcod","Both",0.9,12,0.5246,"Biomass"
"749","Lingcod","Both",0.9,13,0.5236,"Biomass"
"750","Lingcod","Both",0.9,14,0.5242,"Biomass"
"751","Lingcod","Both",0.9,15,0.5212,"Biomass"
"752","Lingcod","Both",0.9,16,0.523,"Biomass"
"753","Lingcod","Both",0.9,17,0.5246,"Biomass"
"754","Lingcod","Both",0.9,18,0.5232,"Biomass"
"755","Lingcod","Both",0.9,19,0.5226,"Biomass"
"756","Lingcod","Both",0.9,20,0.5186,"Biomass"
"757","Cabezon","Sampling",0.4,0,0,"Biomass"
"758","Cabezon","Sampling",0.4,1,0,"Biomass"
"759","Cabezon","Sampling",0.4,2,0.4226,"Biomass"
"760","Cabezon","Sampling",0.4,3,0.6038,"Biomass"
"761","Cabezon","Sampling",0.4,4,0.699,"Biomass"
"762","Cabezon","Sampling",0.4,5,0.7418,"Biomass"
"763","Cabezon","Sampling",0.4,6,0.7668,"Biomass"
"764","Cabezon","Sampling",0.4,7,0.7818,"Biomass"
"765","Cabezon","Sampling",0.4,8,0.7892,"Biomass"
"766","Cabezon","Sampling",0.4,9,0.7934,"Biomass"
"767","Cabezon","Sampling",0.4,10,0.7982,"Biomass"
"768","Cabezon","Sampling",0.4,11,0.7998,"Biomass"
"769","Cabezon","Sampling",0.4,12,0.796,"Biomass"
"770","Cabezon","Sampling",0.4,13,0.7952,"Biomass"
"771","Cabezon","Sampling",0.4,14,0.7924,"Biomass"
"772","Cabezon","Sampling",0.4,15,0.7892,"Biomass"
"773","Cabezon","Sampling",0.4,16,0.785,"Biomass"
"774","Cabezon","Sampling",0.4,17,0.7806,"Biomass"
"775","Cabezon","Sampling",0.4,18,0.776,"Biomass"
"776","Cabezon","Sampling",0.4,19,0.7702,"Biomass"
"777","Cabezon","Sampling",0.4,20,0.7662,"Biomass"
"778","Cabezon","Sampling",0.5,0,0,"Biomass"
"779","Cabezon","Sampling",0.5,1,0,"Biomass"
"780","Cabezon","Sampling",0.5,2,0.388,"Biomass"
"781","Cabezon","Sampling",0.5,3,0.562,"Biomass"
"782","Cabezon","Sampling",0.5,4,0.6514,"Biomass"
"783","Cabezon","Sampling",0.5,5,0.6982,"Biomass"
"784","Cabezon","Sampling",0.5,6,0.7268,"Biomass"
"785","Cabezon","Sampling",0.5,7,0.739,"Biomass"
"786","Cabezon","Sampling",0.5,8,0.7488,"Biomass"
"787","Cabezon","Sampling",0.5,9,0.7498,"Biomass"
"788","Cabezon","Sampling",0.5,10,0.7484,"Biomass"
"789","Cabezon","Sampling",0.5,11,0.748,"Biomass"
"790","Cabezon","Sampling",0.5,12,0.7482,"Biomass"
"791","Cabezon","Sampling",0.5,13,0.7472,"Biomass"
"792","Cabezon","Sampling",0.5,14,0.7434,"Biomass"
"793","Cabezon","Sampling",0.5,15,0.7382,"Biomass"
"794","Cabezon","Sampling",0.5,16,0.7322,"Biomass"
"795","Cabezon","Sampling",0.5,17,0.7318,"Biomass"
"796","Cabezon","Sampling",0.5,18,0.7252,"Biomass"
"797","Cabezon","Sampling",0.5,19,0.7182,"Biomass"
"798","Cabezon","Sampling",0.5,20,0.7156,"Biomass"
"799","Cabezon","Sampling",0.6,0,0,"Biomass"
"800","Cabezon","Sampling",0.6,1,0,"Biomass"
"801","Cabezon","Sampling",0.6,2,0.3566,"Biomass"
"802","Cabezon","Sampling",0.6,3,0.5316,"Biomass"
"803","Cabezon","Sampling",0.6,4,0.6208,"Biomass"
"804","Cabezon","Sampling",0.6,5,0.6642,"Biomass"
"805","Cabezon","Sampling",0.6,6,0.6884,"Biomass"
"806","Cabezon","Sampling",0.6,7,0.701,"Biomass"
"807","Cabezon","Sampling",0.6,8,0.7068,"Biomass"
"808","Cabezon","Sampling",0.6,9,0.708,"Biomass"
"809","Cabezon","Sampling",0.6,10,0.7064,"Biomass"
"810","Cabezon","Sampling",0.6,11,0.702,"Biomass"
"811","Cabezon","Sampling",0.6,12,0.6972,"Biomass"
"812","Cabezon","Sampling",0.6,13,0.6938,"Biomass"
"813","Cabezon","Sampling",0.6,14,0.687,"Biomass"
"814","Cabezon","Sampling",0.6,15,0.682,"Biomass"
"815","Cabezon","Sampling",0.6,16,0.682,"Biomass"
"816","Cabezon","Sampling",0.6,17,0.6746,"Biomass"
"817","Cabezon","Sampling",0.6,18,0.6716,"Biomass"
"818","Cabezon","Sampling",0.6,19,0.669,"Biomass"
"819","Cabezon","Sampling",0.6,20,0.6648,"Biomass"
"820","Cabezon","Sampling",0.7,0,0,"Biomass"
"821","Cabezon","Sampling",0.7,1,0,"Biomass"
"822","Cabezon","Sampling",0.7,2,0.3414,"Biomass"
"823","Cabezon","Sampling",0.7,3,0.4932,"Biomass"
"824","Cabezon","Sampling",0.7,4,0.5686,"Biomass"
"825","Cabezon","Sampling",0.7,5,0.6088,"Biomass"
"826","Cabezon","Sampling",0.7,6,0.6298,"Biomass"
"827","Cabezon","Sampling",0.7,7,0.646,"Biomass"
"828","Cabezon","Sampling",0.7,8,0.6506,"Biomass"
"829","Cabezon","Sampling",0.7,9,0.6546,"Biomass"
"830","Cabezon","Sampling",0.7,10,0.652,"Biomass"
"831","Cabezon","Sampling",0.7,11,0.6496,"Biomass"
"832","Cabezon","Sampling",0.7,12,0.6428,"Biomass"
"833","Cabezon","Sampling",0.7,13,0.6406,"Biomass"
"834","Cabezon","Sampling",0.7,14,0.634,"Biomass"
"835","Cabezon","Sampling",0.7,15,0.626,"Biomass"
"836","Cabezon","Sampling",0.7,16,0.623,"Biomass"
"837","Cabezon","Sampling",0.7,17,0.619,"Biomass"
"838","Cabezon","Sampling",0.7,18,0.6138,"Biomass"
"839","Cabezon","Sampling",0.7,19,0.6116,"Biomass"
"840","Cabezon","Sampling",0.7,20,0.6078,"Biomass"
"841","Cabezon","Sampling",0.8,0,0,"Biomass"
"842","Cabezon","Sampling",0.8,1,0,"Biomass"
"843","Cabezon","Sampling",0.8,2,0.2978,"Biomass"
"844","Cabezon","Sampling",0.8,3,0.448,"Biomass"
"845","Cabezon","Sampling",0.8,4,0.5242,"Biomass"
"846","Cabezon","Sampling",0.8,5,0.5572,"Biomass"
"847","Cabezon","Sampling",0.8,6,0.5746,"Biomass"
"848","Cabezon","Sampling",0.8,7,0.578,"Biomass"
"849","Cabezon","Sampling",0.8,8,0.5858,"Biomass"
"850","Cabezon","Sampling",0.8,9,0.5856,"Biomass"
